Timestamp,State Of Charge_SoC,Charging Power_kW,Charging Voltage_V,Charging Current_A,Battery Temperature_C,Vehicle Speed_kmh,Regenerative Power_kW,Energy Supplied_kWh,Motor RPM,Time Elapsed_s,Time-lap,Battery Voltage_BV,Battery Current_IB
26-03-2025 01:19,20.631,33.925,453.103,74.873,33.416,99.87,2.415,36.164,506.088,4770,10,404.485,83.872
26-03-2025 01:19,20.632,27.867,788.789,35.329,40.821,165.519,3.225,36.241,1685.816,4780,10,432.657,64.41
26-03-2025 01:19,20.634,13.477,729.445,18.475,20.465,65.636,3.038,36.279,1232.741,4790,10,304.822,44.211
26-03-2025 01:20,20.635,27.786,710.362,39.115,21.33,271.012,4.531,36.356,544.464,4800,10,441.816,62.89
26-03-2025 01:20,20.636,40.841,437.829,93.282,22.287,208.272,3.849,36.469,2638.448,4810,10,666.167,61.308
26-03-2025 01:20,20.638,38.564,717.522,53.746,21.975,143.4,3.713,36.576,2377.143,4820,10,495.235,77.87
26-03-2025 01:20,20.639,32.901,338.19,97.287,21.766,219.327,4.323,36.668,1872.22,4830,10,584.255,56.313
26-03-2025 01:20,20.64,18.607,617.959,30.111,34.62,78.486,4.396,36.719,2985.029,4840,10,411.21,45.25
26-03-2025 01:20,20.642,42.019,625.213,67.207,38.444,128.682,2.053,36.836,2892.305,4850,10,561.608,74.818
26-03-2025 01:21,20.643,35.472,703.853,50.397,29.973,212.256,0.357,36.935,2448.034,4860,10,797.123,44.5
26-03-2025 01:21,20.644,20.332,397.483,51.152,40.092,274.275,0.168,36.991,2574.777,4870,10,447.265,45.459
26-03-2025 01:21,20.646,18.331,374.732,48.918,41.423,117.071,4.65,37.042,809.851,4880,10,585.139,31.328
26-03-2025 01:21,20.647,46.56,419.026,111.115,41.497,129.373,0.192,37.171,147.854,4890,10,443.982,104.869
26-03-2025 01:21,20.648,10.692,404.675,26.421,37.676,96.93,0.928,37.201,2239.348,4900,10,579.028,18.465
26-03-2025 01:21,20.649,36.661,519.846,70.523,35.922,291.019,1.096,37.303,1706.008,4910,10,745.561,49.173
26-03-2025 01:22,20.651,14.724,768.658,19.155,37.387,240.849,0.674,37.344,1071.823,4920,10,613.479,24.0
26-03-2025 01:22,20.652,34.435,665.695,51.728,42.074,258.435,3.099,37.44,1396.6,4930,10,760.534,45.278
26-03-2025 01:22,20.653,25.087,412.571,60.805,37.297,162.462,1.264,37.509,2009.642,4940,10,403.121,62.231
26-03-2025 01:22,20.655,41.174,374.396,109.976,44.34,235.267,1.486,37.624,2949.496,4950,10,507.801,81.084
26-03-2025 01:22,20.656,24.516,546.778,44.837,41.14,14.151,2.009,37.692,1060.81,4960,10,713.021,34.383
26-03-2025 01:22,20.657,37.49,633.833,59.148,42.786,173.699,0.531,37.796,834.921,4970,10,637.85,58.776
26-03-2025 01:23,20.659,5.74,398.626,14.4,39.664,225.497,2.155,37.812,2143.669,4980,10,788.488,7.28
26-03-2025 01:23,20.66,29.502,465.738,63.345,32.688,184.348,2.693,37.894,2670.115,4990,10,794.785,37.12
26-03-2025 01:23,20.661,46.631,500.438,93.181,44.027,7.594,1.125,38.023,1551.653,5000,10,689.412,67.639
26-03-2025 01:23,20.663,29.592,449.095,65.891,35.112,215.314,2.932,38.105,642.492,5010,10,725.236,40.803
26-03-2025 01:23,20.664,41.058,783.349,52.413,44.405,91.829,3.406,38.219,2432.347,5020,10,408.777,100.441
26-03-2025 01:23,20.665,43.462,647.321,67.142,33.503,38.491,2.76,38.34,2440.436,5030,10,349.817,124.243
26-03-2025 01:24,20.667,17.626,329.063,53.565,26.566,250.974,4.285,38.389,1598.386,5040,10,508.789,34.644
26-03-2025 01:24,20.668,31.365,310.055,101.159,36.27,261.788,3.022,38.476,531.565,5050,10,717.165,43.735
26-03-2025 01:24,20.669,33.945,472.37,71.861,27.941,104.857,0.948,38.571,2768.637,5060,10,447.682,75.824
26-03-2025 01:24,20.671,17.654,484.614,36.43,43.604,124.406,0.616,38.62,891.473,5070,10,587.647,30.042
26-03-2025 01:24,20.672,9.845,662.724,14.856,35.978,265.194,3.864,38.647,1779.938,5080,10,769.935,12.787
26-03-2025 01:24,20.673,37.033,583.676,63.448,20.433,150.976,0.831,38.75,374.465,5090,10,391.346,94.63
26-03-2025 01:25,20.675,16.901,524.766,32.206,36.228,44.484,4.193,38.797,443.576,5100,10,403.15,41.921
26-03-2025 01:25,20.676,44.59,319.552,139.54,39.642,26.033,3.371,38.921,1741.577,5110,10,311.999,142.918
26-03-2025 01:25,20.677,8.63,594.185,14.525,42.12,30.254,4.311,38.945,1346.87,5120,10,561.198,15.379
26-03-2025 01:25,20.679,34.411,356.689,96.475,36.59,274.297,1.644,39.04,2180.752,5130,10,653.864,52.628
26-03-2025 01:25,20.68,6.19,453.006,13.663,26.561,114.911,3.846,39.057,863.994,5140,10,681.109,9.087
26-03-2025 01:25,20.681,22.713,733.763,30.954,39.512,160.492,1.167,39.121,2283.836,5150,10,695.771,32.644
26-03-2025 01:26,20.683,29.926,606.5,49.343,28.007,185.83,4.075,39.204,1349.607,5160,10,695.724,43.015
26-03-2025 01:26,20.684,7.762,560.019,13.859,41.909,35.267,0.068,39.225,2485.029,5170,10,462.102,16.796
26-03-2025 01:26,20.685,21.058,793.675,26.532,42.339,257.956,3.686,39.284,1503.022,5180,10,602.051,34.977
26-03-2025 01:26,20.687,33.53,793.893,42.236,22.719,277.495,1.903,39.377,1578.282,5190,10,502.617,66.712
26-03-2025 01:26,20.688,23.94,513.631,46.609,28.318,118.329,1.035,39.443,539.827,5200,10,484.803,49.381
26-03-2025 01:26,20.689,31.377,363.974,86.208,21.882,144.904,4.301,39.53,1350.328,5210,10,569.954,55.052
26-03-2025 01:27,20.69,43.684,617.303,70.767,28.114,137.628,0.947,39.652,1589.952,5220,10,345.171,126.559
26-03-2025 01:27,20.692,35.36,562.557,62.857,29.957,110.642,0.76,39.75,1984.31,5230,10,602.044,58.734
26-03-2025 01:27,20.693,20.082,555.77,36.133,21.263,267.729,2.583,39.806,1370.952,5240,10,755.391,26.585
26-03-2025 01:27,20.694,37.085,338.811,109.456,40.442,265.514,3.101,39.909,1524.525,5250,10,604.879,61.31
26-03-2025 01:27,20.696,40.707,733.757,55.478,33.499,217.556,4.018,40.022,2218.814,5260,10,547.749,74.317
26-03-2025 01:27,20.697,22.879,440.828,51.9,32.463,13.266,4.99,40.085,2456.21,5270,10,536.332,42.658
26-03-2025 01:28,20.698,20.762,383.444,54.146,34.857,269.463,3.816,40.143,1186.412,5280,10,617.855,33.604
26-03-2025 01:28,20.7,17.657,353.188,49.994,40.472,3.537,4.278,40.192,501.837,5290,10,449.071,39.319
26-03-2025 01:28,20.701,8.548,672.82,12.705,31.853,162.721,2.046,40.216,1602.789,5300,10,459.027,18.623
26-03-2025 01:28,20.702,9.759,612.203,15.941,20.331,98.752,1.768,40.243,1494.498,5310,10,479.01,20.373
26-03-2025 01:28,20.704,48.189,301.658,159.746,42.335,201.459,2.069,40.377,1654.569,5320,10,329.789,146.12
26-03-2025 01:28,20.705,8.112,563.179,14.403,28.966,40.553,3.504,40.399,911.352,5330,10,798.521,10.158
26-03-2025 01:29,20.706,48.082,609.074,78.943,34.599,44.24,1.61,40.533,1377.216,5340,10,456.348,105.363
26-03-2025 01:29,20.708,24.217,664.058,36.468,25.798,232.558,1.981,40.6,1036.467,5350,10,759.451,31.887
26-03-2025 01:29,20.709,35.395,615.316,57.523,37.855,164.806,2.491,40.699,2695.046,5360,10,331.61,106.736
26-03-2025 01:29,20.71,14.221,301.904,47.104,30.653,127.646,1.711,40.738,2737.767,5370,10,652.108,21.807
26-03-2025 01:29,20.712,26.194,523.157,50.07,36.076,287.758,4.924,40.811,2556.743,5380,10,699.976,37.422
26-03-2025 01:29,20.713,15.99,459.308,34.814,43.758,176.437,3.267,40.855,600.252,5390,10,321.759,49.696
26-03-2025 01:30,20.714,43.016,532.537,80.776,32.153,165.909,3.357,40.975,1588.471,5400,10,369.177,116.52
26-03-2025 01:30,20.716,18.728,708.431,26.436,29.925,29.089,0.227,41.027,1178.03,5410,10,669.885,27.957
26-03-2025 01:30,20.717,18.644,531.412,35.084,24.317,140.416,0.881,41.079,2438.04,5420,10,735.204,25.359
26-03-2025 01:30,20.718,48.617,568.842,85.467,35.267,172.312,2.481,41.214,2862.134,5430,10,491.49,98.918
26-03-2025 01:30,20.72,41.724,639.31,65.265,39.286,1.456,4.819,41.33,2267.442,5440,10,690.824,60.398
26-03-2025 01:30,20.721,40.583,594.682,68.244,26.389,210.321,3.666,41.442,2119.612,5450,10,333.312,121.758
26-03-2025 01:31,20.722,12.414,577.143,21.51,30.156,44.066,0.748,41.477,1256.666,5460,10,733.383,16.927
26-03-2025 01:31,20.724,31.826,716.521,44.417,40.351,24.362,3.018,41.565,2605.699,5470,10,515.112,61.784
26-03-2025 01:31,20.725,5.961,366.296,16.273,31.308,52.292,1.519,41.582,1281.392,5480,10,322.336,18.492
26-03-2025 01:31,20.726,16.824,700.947,24.002,32.244,37.867,2.363,41.628,891.098,5490,10,747.168,22.517
26-03-2025 01:31,20.728,16.404,591.711,27.724,30.505,223.354,0.242,41.674,2118.844,5500,10,732.481,22.396
26-03-2025 01:31,20.729,40.237,587.415,68.499,24.067,12.413,1.393,41.786,2775.405,5510,10,589.455,68.262
26-03-2025 01:32,20.73,14.548,374.209,38.877,33.079,22.949,3.274,41.826,1218.56,5520,10,736.055,19.765
26-03-2025 01:32,20.731,23.91,538.049,44.439,23.64,135.507,1.032,41.893,411.372,5530,10,427.106,55.982
26-03-2025 01:32,20.733,38.157,484.771,78.712,34.736,234.641,4.261,41.999,1952.001,5540,10,693.769,55.0
26-03-2025 01:32,20.734,9.098,357.26,25.465,24.634,168.784,0.09,42.024,1512.215,5550,10,501.183,18.153
26-03-2025 01:32,20.735,49.165,551.012,89.226,22.323,122.741,1.614,42.16,360.397,5560,10,461.109,106.622
26-03-2025 01:32,20.737,11.157,613.417,18.189,28.36,58.31,2.621,42.191,2487.603,5570,10,440.642,25.32
26-03-2025 01:33,20.738,11.119,561.702,19.795,21.934,45.195,2.398,42.222,2653.313,5580,10,550.795,20.187
26-03-2025 01:33,20.739,26.116,527.001,49.556,23.729,58.535,4.709,42.295,1018.297,5590,10,529.066,49.362
26-03-2025 01:33,20.741,32.229,707.404,45.559,30.454,251.174,4.537,42.384,595.73,5600,10,421.541,76.455
26-03-2025 01:33,20.742,10.607,726.04,14.609,25.157,173.081,0.239,42.414,928.281,5610,10,711.771,14.902
26-03-2025 01:33,20.743,26.549,325.655,81.526,23.542,152.665,3.361,42.488,81.269,5620,10,495.438,53.588
26-03-2025 01:33,20.745,33.339,708.487,47.056,24.014,82.05,1.82,42.58,2488.218,5630,10,670.722,49.706
26-03-2025 01:34,20.746,24.075,575.967,41.8,39.418,240.15,4.743,42.647,403.299,5640,10,419.801,57.349
26-03-2025 01:34,20.747,48.762,452.34,107.8,42.772,73.461,0.959,42.783,1744.004,5650,10,761.509,64.034
26-03-2025 01:34,20.749,45.842,352.486,130.054,40.529,220.78,1.006,42.91,2195.652,5660,10,641.125,71.503
26-03-2025 01:34,20.75,10.07,707.922,14.224,29.95,90.485,2.657,42.938,2362.63,5670,10,311.22,32.356
26-03-2025 01:34,20.751,43.401,663.72,65.39,37.115,152.225,0.807,43.058,1638.735,5680,10,453.776,95.644
26-03-2025 01:34,20.753,7.233,575.366,12.571,44.811,255.487,0.938,43.078,2866.839,5690,10,622.868,11.612
26-03-2025 01:35,20.754,23.85,791.083,30.149,21.592,249.523,2.084,43.145,302.661,5700,10,403.6,59.093
26-03-2025 01:35,20.755,27.913,594.669,46.94,42.68,159.743,3.648,43.222,2300.22,5710,10,734.477,38.005
26-03-2025 01:35,20.757,41.836,376.01,111.263,37.74,273.584,1.564,43.338,1850.804,5720,10,426.958,97.986
26-03-2025 01:35,20.758,28.777,644.378,44.659,43.262,177.697,3.436,43.418,2768.559,5730,10,332.142,86.641
26-03-2025 01:35,20.759,22.77,427.245,53.296,39.602,38.083,2.16,43.482,2739.801,5740,10,611.398,37.243
26-03-2025 01:35,20.761,39.87,559.768,71.227,42.96,67.977,1.788,43.592,1232.638,5750,10,428.156,93.121
26-03-2025 01:36,20.762,17.631,551.482,31.971,22.375,213.266,3.916,43.641,746.437,5760,10,357.029,49.383
26-03-2025 01:36,20.763,15.931,341.665,46.626,27.747,171.406,1.821,43.686,219.962,5770,10,700.904,22.729
26-03-2025 01:36,20.765,21.697,746.729,29.055,41.225,8.015,3.794,43.746,1861.376,5780,10,729.762,29.731
26-03-2025 01:36,20.766,27.854,641.761,43.402,27.464,180.702,1.727,43.823,286.666,5790,10,506.923,54.947
26-03-2025 01:36,20.767,12.959,593.203,21.845,30.306,215.07,3.188,43.859,1655.365,5800,10,433.951,29.862
26-03-2025 01:36,20.769,22.551,336.667,66.983,26.02,100.401,4.333,43.922,349.078,5810,10,433.654,52.002
26-03-2025 01:37,20.77,5.952,685.233,8.687,29.753,276.834,1.028,43.938,537.345,5820,10,765.27,7.778
26-03-2025 01:37,20.771,28.186,717.934,39.26,38.724,231.658,4.701,44.017,452.609,5830,10,667.906,42.201
26-03-2025 01:37,20.772,30.12,412.296,73.054,43.877,238.324,1.9,44.1,1883.582,5840,10,635.749,47.377
26-03-2025 01:37,20.774,24.864,769.496,32.312,30.272,182.882,4.455,44.169,1343.737,5850,10,650.053,38.25
26-03-2025 01:37,20.775,36.546,450.952,81.042,27.475,267.83,4.133,44.271,1572.853,5860,10,525.668,69.523
26-03-2025 01:37,20.776,32.994,687.261,48.008,26.296,224.04,2.355,44.363,1364.967,5870,10,434.025,76.018
26-03-2025 01:38,20.778,22.039,489.762,44.998,33.919,36.143,0.034,44.424,1239.357,5880,10,349.044,63.14
26-03-2025 01:38,20.779,47.871,631.555,75.798,24.988,52.434,0.437,44.557,890.328,5890,10,702.064,68.186
26-03-2025 01:38,20.78,41.203,702.767,58.63,33.112,236.468,1.378,44.671,2690.169,5900,10,556.19,74.081
26-03-2025 01:38,20.782,35.597,604.219,58.914,21.025,276.272,1.661,44.77,2730.526,5910,10,466.058,76.379
26-03-2025 01:38,20.783,49.258,567.052,86.867,43.718,256.989,1.207,44.907,1975.559,5920,10,764.159,64.46
26-03-2025 01:38,20.784,8.97,313.955,28.571,32.026,4.837,2.659,44.932,1686.486,5930,10,502.839,17.839
26-03-2025 01:39,20.786,43.792,549.312,79.722,42.338,165.465,2.566,45.054,522.979,5940,10,755.665,57.952
26-03-2025 01:39,20.787,32.037,781.196,41.01,30.202,73.452,1.159,45.143,1386.471,5950,10,318.136,100.701
26-03-2025 01:39,20.788,31.26,473.526,66.016,37.844,49.581,1.48,45.229,1963.512,5960,10,412.788,75.73
26-03-2025 01:39,20.79,27.611,360.196,76.655,25.253,279.855,0.473,45.306,2515.041,5970,10,433.055,63.759
26-03-2025 01:39,20.791,46.356,391.205,118.496,44.394,282.757,0.822,45.435,2419.631,5980,10,426.446,108.704
26-03-2025 01:39,20.792,20.667,595.01,34.734,29.42,62.215,3.785,45.492,869.13,5990,10,352.909,58.563
26-03-2025 01:40,20.794,10.504,498.3,21.079,27.348,265.513,4.811,45.521,2692.427,6000,10,549.56,19.113
26-03-2025 01:40,20.795,48.819,659.48,74.027,26.611,98.107,2.92,45.657,1290.158,6010,10,335.506,145.51
26-03-2025 01:40,20.796,46.839,339.913,137.798,31.907,286.817,4.072,45.787,1444.268,6020,10,395.514,118.426
26-03-2025 01:40,20.798,23.98,505.545,47.434,24.043,281.35,2.678,45.854,1005.06,6030,10,591.772,40.523
26-03-2025 01:40,20.799,17.177,692.13,24.817,34.981,110.881,2.596,45.901,2891.756,6040,10,498.596,34.45
26-03-2025 01:40,20.8,38.692,432.485,89.464,24.236,174.782,2.44,46.009,2409.127,6050,10,488.385,79.224
26-03-2025 01:41,20.802,21.346,581.734,36.693,39.993,162.629,3.527,46.068,1772.881,6060,10,400.604,53.284
26-03-2025 01:41,20.803,26.11,454.955,57.39,22.458,210.597,3.135,46.141,2209.192,6070,10,448.739,58.185
26-03-2025 01:41,20.804,29.917,309.764,96.581,43.295,261.018,1.996,46.224,1617.929,6080,10,371.203,80.595
26-03-2025 01:41,20.806,21.747,377.463,57.613,40.533,1.199,4.924,46.284,953.515,6090,10,660.393,32.93
26-03-2025 01:41,20.807,27.352,726.802,37.634,36.544,70.333,4.463,46.36,2601.456,6100,10,617.146,44.321
26-03-2025 01:41,20.808,34.399,504.555,68.177,43.518,49.496,1.884,46.456,891.791,6110,10,590.771,58.227
26-03-2025 01:42,20.81,48.857,454.442,107.51,35.868,36.949,2.685,46.592,2796.877,6120,10,698.185,69.977
26-03-2025 01:42,20.811,31.014,516.277,60.072,33.607,120.152,1.481,46.678,2945.206,6130,10,490.822,63.187
26-03-2025 01:42,20.812,45.088,579.034,77.867,31.963,75.693,1.749,46.803,1489.647,6140,10,515.767,87.419
26-03-2025 01:42,20.814,31.086,620.249,50.119,35.503,62.173,0.719,46.889,622.775,6150,10,636.555,48.835
26-03-2025 01:42,20.815,15.943,356.537,44.717,40.608,210.186,3.963,46.934,1450.024,6160,10,735.469,21.678
26-03-2025 01:42,20.816,21.071,369.193,57.074,34.342,173.702,1.345,46.992,1054.486,6170,10,611.784,34.443
26-03-2025 01:43,20.817,9.654,466.648,20.689,44.187,208.629,1.013,47.019,1003.52,6180,10,656.42,14.708
26-03-2025 01:43,20.819,10.27,389.807,26.345,33.497,73.83,0.633,47.047,2232.012,6190,10,633.536,16.21
26-03-2025 01:43,20.82,15.639,461.376,33.897,21.732,263.337,1.91,47.091,113.874,6200,10,541.783,28.866
26-03-2025 01:43,20.821,34.242,706.292,48.482,24.462,159.155,1.566,47.186,1187.524,6210,10,637.818,53.687
26-03-2025 01:43,20.823,26.079,639.873,40.756,41.928,225.386,0.314,47.258,682.114,6220,10,770.877,33.83
26-03-2025 01:43,20.824,39.742,766.921,51.82,33.516,163.537,0.849,47.369,1889.863,6230,10,732.882,54.227
26-03-2025 01:44,20.825,49.902,303.52,164.412,25.517,17.719,0.02,47.507,2458.309,6240,10,319.68,156.101
26-03-2025 01:44,20.827,19.164,322.839,59.36,41.371,32.908,1.657,47.561,1491.631,6250,10,785.7,24.39
26-03-2025 01:44,20.828,8.802,340.901,25.819,24.112,36.298,2.417,47.585,1135.262,6260,10,551.404,15.962
26-03-2025 01:44,20.829,14.774,360.875,40.939,37.974,65.417,4.149,47.626,1304.011,6270,10,328.092,45.03
26-03-2025 01:44,20.831,9.398,708.921,13.256,44.196,235.694,0.372,47.652,1667.277,6280,10,440.565,21.331
26-03-2025 01:44,20.832,22.573,676.387,33.373,28.088,132.86,1.326,47.715,2686.493,6290,10,703.601,32.082
26-03-2025 01:45,20.833,6.166,530.968,11.612,37.227,103.818,2.415,47.732,2320.963,6300,10,702.153,8.781
26-03-2025 01:45,20.835,28.227,799.994,35.284,34.188,280.852,1.183,47.811,2246.742,6310,10,479.269,58.896
26-03-2025 01:45,20.836,46.988,707.023,66.459,22.174,89.396,4.023,47.941,1389.222,6320,10,681.564,68.942
26-03-2025 01:45,20.837,26.518,702.379,37.754,23.897,154.195,3.679,48.015,1590.598,6330,10,543.364,48.803
26-03-2025 01:45,20.839,42.85,705.557,60.732,28.26,295.528,4.809,48.134,2776.208,6340,10,731.721,58.561
26-03-2025 01:45,20.84,49.809,774.245,64.333,37.475,82.501,3.768,48.272,1166.548,6350,10,642.688,77.502
26-03-2025 01:46,20.841,48.157,403.4,119.378,24.867,188.865,4.342,48.406,2507.665,6360,10,360.577,133.556
26-03-2025 01:46,20.843,32.792,610.49,53.714,26.058,89.193,2.491,48.497,1471.996,6370,10,513.543,63.854
26-03-2025 01:46,20.844,46.406,559.617,82.924,41.413,176.299,1.773,48.626,1324.567,6380,10,628.696,73.812
26-03-2025 01:46,20.845,24.15,686.693,35.169,30.853,246.901,3.237,48.693,1000.974,6390,10,627.521,38.485
26-03-2025 01:46,20.847,41.492,779.52,53.227,20.991,144.429,0.062,48.808,826.928,6400,10,350.03,118.537
26-03-2025 01:46,20.848,41.758,679.448,61.458,25.505,128.433,2.212,48.924,906.171,6410,10,686.978,60.785
26-03-2025 01:47,20.849,15.253,464.157,32.862,32.721,260.874,2.293,48.967,192.755,6420,10,421.218,36.212
26-03-2025 01:47,20.851,6.253,793.792,7.878,31.584,272.67,4.489,48.984,2907.839,6430,10,476.557,13.122
26-03-2025 01:47,20.852,49.755,332.92,149.45,44.549,279.639,3.479,49.122,2901.994,6440,10,752.727,66.099
26-03-2025 01:47,20.853,34.957,324.869,107.604,23.554,65.039,4.098,49.219,231.297,6450,10,702.699,49.747
26-03-2025 01:47,20.855,49.849,446.335,111.684,37.968,42.315,3.078,49.358,850.026,6460,10,529.691,94.109
26-03-2025 01:47,20.856,14.443,620.359,23.282,44.32,287.189,3.048,49.398,348.47,6470,10,598.971,24.113
26-03-2025 01:48,20.857,22.413,691.838,32.396,43.805,260.214,2.291,49.46,2091.436,6480,10,554.034,40.454
26-03-2025 01:48,20.858,29.436,322.984,91.139,20.618,150.312,2.789,49.542,2352.829,6490,10,487.619,60.368
26-03-2025 01:48,20.86,30.102,778.545,38.664,38.474,95.012,3.801,49.625,1754.292,6500,10,328.034,91.764
26-03-2025 01:48,20.861,33.421,411.782,81.163,20.473,278.645,1.895,49.718,2038.482,6510,10,764.208,43.733
26-03-2025 01:48,20.862,42.798,626.749,68.286,26.019,39.357,1.172,49.837,1793.374,6520,10,383.519,111.594
26-03-2025 01:48,20.864,19.874,623.826,31.858,35.404,280.998,0.622,49.892,360.386,6530,10,584.378,34.008
26-03-2025 01:49,20.865,23.851,323.036,73.834,21.644,139.302,3.325,49.959,774.619,6540,10,438.385,54.407
26-03-2025 01:49,20.866,7.608,335.343,22.686,33.735,26.385,2.853,49.98,687.651,6550,10,414.687,18.346
26-03-2025 01:49,20.868,20.735,595.094,34.843,22.545,190.847,1.659,50.037,1115.454,6560,10,560.049,37.023
26-03-2025 01:49,20.869,40.288,673.573,59.812,25.032,225.94,4.731,50.149,2516.048,6570,10,387.519,103.963
26-03-2025 01:49,20.87,36.548,416.531,87.745,35.672,47.972,4.35,50.251,709.397,6580,10,474.883,76.963
26-03-2025 01:49,20.872,33.048,315.917,104.611,26.127,285.21,4.598,50.343,1709.973,6590,10,384.482,85.956
26-03-2025 01:50,20.873,49.877,706.661,70.581,39.892,158.27,2.868,50.481,2586.977,6600,10,610.176,81.742
26-03-2025 01:50,20.874,16.75,617.977,27.105,23.956,76.822,3.711,50.528,1027.424,6610,10,531.955,31.488
26-03-2025 01:50,20.876,46.954,518.407,90.573,27.172,279.322,0.126,50.658,1923.55,6620,10,313.539,149.754
26-03-2025 01:50,20.877,28.276,549.661,51.442,25.36,207.736,2.927,50.737,2823.75,6630,10,393.919,71.781
26-03-2025 01:50,20.878,23.9,560.374,42.65,29.916,16.252,0.136,50.803,1804.386,6640,10,317.049,75.383
26-03-2025 01:50,20.88,24.481,363.781,67.296,36.62,210.888,4.422,50.871,1513.137,6650,10,670.239,36.526
26-03-2025 01:51,20.881,29.67,558.062,53.166,34.919,259.935,3.351,50.953,1086.674,6660,10,564.114,52.596
26-03-2025 01:51,20.882,31.684,399.831,79.243,29.03,173.9,0.254,51.041,946.77,6670,10,655.369,48.345
26-03-2025 01:51,20.884,38.576,361.392,106.742,28.582,220.149,1.073,51.149,2229.807,6680,10,368.676,104.633
26-03-2025 01:51,20.885,11.182,316.643,35.315,40.857,166.53,4.08,51.18,2821.088,6690,10,778.525,14.363
26-03-2025 01:51,20.886,44.312,565.811,78.316,35.523,276.505,4.578,51.303,2260.193,6700,10,519.768,85.254
26-03-2025 01:51,20.888,28.5,734.795,38.786,22.66,103.934,4.657,51.382,1062.863,6710,10,730.563,39.011
26-03-2025 01:52,20.889,20.152,560.605,35.946,23.601,292.924,3.262,51.438,1109.581,6720,10,358.781,56.167
26-03-2025 01:52,20.89,28.039,328.453,85.368,44.013,51.42,2.427,51.516,1152.036,6730,10,707.881,39.61
26-03-2025 01:52,20.892,33.807,508.505,66.483,20.995,105.406,0.258,51.61,541.989,6740,10,642.76,52.596
26-03-2025 01:52,20.893,42.976,510.599,84.168,41.676,18.014,1.784,51.729,2268.347,6750,10,538.3,79.837
26-03-2025 01:52,20.894,9.731,535.715,18.164,43.281,68.372,2.775,51.756,409.141,6760,10,546.796,17.796
26-03-2025 01:52,20.896,47.462,495.77,95.734,23.826,167.258,2.183,51.888,363.28,6770,10,754.462,62.908
26-03-2025 01:53,20.897,39.568,687.352,57.565,35.572,114.745,3.794,51.998,1690.088,6780,10,733.604,53.936
26-03-2025 01:53,20.898,10.748,564.912,19.026,21.125,61.037,3.246,52.028,1256.483,6790,10,442.191,24.307
26-03-2025 01:53,20.899,24.439,554.333,44.088,21.935,241.907,0.451,52.096,804.798,6800,10,369.616,66.121
26-03-2025 01:53,20.901,40.51,348.342,116.293,24.182,145.664,0.939,52.208,2814.539,6810,10,588.625,68.821
26-03-2025 01:53,20.902,11.731,565.959,20.728,34.255,275.849,1.89,52.241,111.57,6820,10,553.603,21.19
26-03-2025 01:53,20.903,14.373,634.351,22.658,37.968,205.474,3.868,52.281,2600.964,6830,10,467.694,30.731
26-03-2025 01:54,20.905,17.027,662.801,25.689,40.54,275.479,4.823,52.328,2816.841,6840,10,481.195,35.385
26-03-2025 01:54,20.906,9.062,785.727,11.534,33.932,24.129,0.569,52.353,1420.206,6850,10,355.99,25.457
26-03-2025 01:54,20.907,20.824,367.016,56.738,34.372,193.93,4.434,52.411,2457.169,6860,10,389.978,53.397
26-03-2025 01:54,20.909,38.341,383.582,99.955,24.148,129.248,1.863,52.517,1214.682,6870,10,724.296,52.936
26-03-2025 01:54,20.91,16.709,304.31,54.907,28.705,32.209,0.346,52.564,1827.834,6880,10,718.832,23.244
26-03-2025 01:54,20.911,39.92,656.023,60.852,35.006,283.595,0.768,52.675,629.094,6890,10,504.006,79.206
26-03-2025 01:55,20.913,38.608,794.117,48.618,42.559,211.16,3.819,52.782,199.279,6900,10,508.233,75.966
26-03-2025 01:55,20.914,5.008,581.889,8.606,36.983,6.654,3.478,52.796,126.979,6910,10,319.997,15.649
26-03-2025 01:55,20.915,11.47,420.991,27.245,28.589,267.754,2.798,52.828,210.784,6920,10,770.76,14.881
26-03-2025 01:55,20.917,20.055,755.666,26.539,43.768,103.588,2.239,52.884,642.512,6930,10,661.334,30.324
26-03-2025 01:55,20.918,28.034,780.151,35.934,37.15,213.158,0.411,52.961,663.094,6940,10,521.887,53.716
26-03-2025 01:55,20.919,5.538,491.021,11.278,29.035,147.813,3.099,52.977,1019.304,6950,10,721.702,7.673
26-03-2025 01:56,20.921,32.283,302.913,106.574,20.712,123.477,3.387,53.066,14.445,6960,10,413.552,78.062
26-03-2025 01:56,20.922,14.373,686.368,20.94,31.496,223.067,0.825,53.106,2563.893,6970,10,788.102,18.237
26-03-2025 01:56,20.923,29.202,523.917,55.738,38.208,149.675,1.574,53.187,2448.658,6980,10,539.322,54.146
26-03-2025 01:56,20.925,49.177,788.247,62.387,24.13,42.752,3.671,53.324,1575.909,6990,10,669.072,73.5
26-03-2025 01:56,20.926,45.526,428.161,106.328,34.558,65.753,1.714,53.451,291.717,7000,10,528.066,86.212
26-03-2025 01:56,20.927,27.507,718.229,38.299,30.491,188.149,4.761,53.527,2276.499,7010,10,763.299,36.037
26-03-2025 01:57,20.929,36.13,559.13,64.618,29.008,176.462,0.431,53.627,52.725,7020,10,310.777,116.256
26-03-2025 01:57,20.93,28.331,459.432,61.664,44.745,185.717,1.321,53.706,216.487,7030,10,680.586,41.627
26-03-2025 01:57,20.931,44.804,637.906,70.237,39.439,265.19,3.573,53.83,724.425,7040,10,771.371,58.084
