Timestamp,Time-lap,State Of Charge_SoC,Charging Power_kW,Charging Voltage_V,Charging Current_A,Battery Temperature_C,Battery Voltage_BV,Battery Current_IB,Vehicle Speed_kmh,Regenerative Power_kW,Energy Supplied_kWh,Motor RPM,Time Elapsed_s
26-03-2025 00:29,10,20.23,41.003,509.649,80.454,22.163,470.659,87.119,285.964,3.766,12.86,1237.413,1740
26-03-2025 00:29,10,20.231,5.558,627.381,8.859,25.706,786.943,7.063,211.48,1.122,12.876,1758.164,1750
26-03-2025 00:29,10,20.233,22.765,726.999,31.313,28.556,698.649,32.584,275.663,0.99,12.939,2997.298,1760
26-03-2025 00:29,10,20.234,48.259,542.202,89.006,42.165,791.051,61.006,189.424,2.032,13.073,2062.5,1770
26-03-2025 00:29,10,20.235,41.762,611.65,68.278,36.442,779.255,53.593,231.597,1.127,13.189,1073.962,1780
26-03-2025 00:29,10,20.237,43.424,357.167,121.579,20.779,746.29,58.186,100.005,0.57,13.31,2172.201,1790
26-03-2025 00:30,10,20.238,39.843,361.976,110.071,25.954,439.626,90.63,46.136,1.053,13.42,866.94,1800
26-03-2025 00:30,10,20.239,28.262,594.993,47.5,32.774,706.38,40.01,254.342,4.833,13.499,2391.242,1810
26-03-2025 00:30,10,20.241,40.948,541.262,75.653,40.592,788.45,51.935,49.873,1.852,13.612,459.671,1820
26-03-2025 00:30,10,20.242,13.031,755.439,17.249,42.969,362.336,35.963,192.926,0.903,13.649,2037.564,1830
26-03-2025 00:30,10,20.243,35.406,305.831,115.768,42.929,683.701,51.785,147.452,1.096,13.747,2232.543,1840
26-03-2025 00:30,10,20.245,25.516,473.945,53.838,29.117,701.612,36.368,195.753,1.026,13.818,2480.212,1850
26-03-2025 00:31,10,20.246,46.312,547.897,84.528,35.565,551.012,84.05,5.734,0.798,13.947,1331.972,1860
26-03-2025 00:31,10,20.247,24.631,320.214,76.919,34.366,618.956,39.794,56.623,0.762,14.015,1205.078,1870
26-03-2025 00:31,10,20.249,11.89,507.199,23.442,23.791,309.443,38.424,14.668,0.621,14.048,2428.617,1880
26-03-2025 00:31,10,20.25,21.223,340.277,62.368,34.414,321.938,65.921,143.266,0.673,14.107,501.427,1890
26-03-2025 00:31,10,20.251,15.311,495.23,30.916,28.737,595.273,25.721,258.952,0.355,14.149,2507.699,1900
26-03-2025 00:31,10,20.253,28.018,653.048,42.903,31.595,576.761,48.578,178.961,2.46,14.227,2486.785,1910
26-03-2025 00:32,10,20.254,20.732,372.346,55.68,42.766,511.945,40.497,106.328,1.119,14.285,1955.872,1920
26-03-2025 00:32,10,20.255,16.982,393.402,43.167,38.015,375.337,45.244,71.607,4.012,14.332,1341.885,1930
26-03-2025 00:32,10,20.257,5.496,618.341,8.889,43.732,781.394,7.034,258.952,4.542,14.347,1230.405,1940
26-03-2025 00:32,10,20.258,39.873,784.073,50.854,38.283,506.728,78.687,202.621,0.53,14.458,1745.951,1950
26-03-2025 00:32,10,20.259,11.011,636.525,17.298,32.676,690.499,15.946,172.297,1.382,14.489,165.235,1960
26-03-2025 00:32,10,20.261,25.042,723.885,34.594,35.699,405.642,61.734,30.071,1.818,14.558,2259.536,1970
26-03-2025 00:33,10,20.262,21.709,572.566,37.914,39.595,694.945,31.238,121.822,2.849,14.618,915.535,1980
26-03-2025 00:33,10,20.263,10.861,742.652,14.625,30.488,393.437,27.606,266.919,4.918,14.649,1427.917,1990
26-03-2025 00:33,10,20.265,45.917,670.059,68.527,35.567,301.119,152.488,145.599,0.138,14.776,542.711,2000
26-03-2025 00:33,10,20.266,16.66,503.446,33.091,44.874,693.074,24.037,278.319,0.613,14.822,1669.943,2010
26-03-2025 00:33,10,20.267,18.786,619.123,30.344,42.48,703.416,26.707,201.887,0.209,14.875,1556.393,2020
26-03-2025 00:33,10,20.269,14.385,421.57,34.122,37.267,707.527,20.331,96.786,0.57,14.915,2711.233,2030
26-03-2025 00:34,10,20.27,42.507,776.749,54.724,39.167,713.773,59.552,38.355,4.609,15.033,2648.051,2040
26-03-2025 00:34,10,20.271,38.067,589.599,64.564,43.858,754.941,50.423,287.147,1.271,15.138,1771.194,2050
26-03-2025 00:34,10,20.272,5.911,311.963,18.947,39.11,486.604,12.147,241.572,2.768,15.155,1132.048,2060
26-03-2025 00:34,10,20.274,38.973,450.8,86.454,30.365,671.773,58.016,210.927,0.671,15.263,2605.219,2070
26-03-2025 00:34,10,20.275,43.62,757.431,57.59,29.223,575.967,75.734,266.093,4.065,15.384,2948.116,2080
26-03-2025 00:34,10,20.276,15.451,357.766,43.186,25.418,524.596,29.452,2.839,0.001,15.427,719.548,2090
26-03-2025 00:35,10,20.278,16.776,601.595,27.885,28.911,461.945,36.315,194.743,0.36,15.474,1253.313,2100
26-03-2025 00:35,10,20.279,39.36,666.938,59.016,37.728,499.718,78.764,158.067,1.037,15.583,758.396,2110
26-03-2025 00:35,10,20.28,26.995,496.298,54.393,36.899,582.925,46.31,210.288,4.182,15.658,1984.517,2120
26-03-2025 00:35,10,20.282,8.511,355.525,23.94,30.244,616.254,13.812,229.384,1.326,15.682,84.153,2130
26-03-2025 00:35,10,20.283,5.138,553.941,9.275,20.886,484.915,10.595,149.281,0.908,15.696,409.877,2140
26-03-2025 00:35,10,20.284,35.377,676.355,52.305,22.771,315.955,111.968,147.938,4.178,15.794,2199.624,2150
26-03-2025 00:36,10,20.286,26.637,459.266,57.999,22.386,720.38,36.976,165.965,4.834,15.868,459.615,2160
26-03-2025 00:36,10,20.287,17.323,444.212,38.997,44.333,568.471,30.473,124.535,4.724,15.916,231.582,2170
26-03-2025 00:36,10,20.288,22.896,595.748,38.432,30.95,325.194,70.407,3.01,3.924,15.98,1612.518,2180
26-03-2025 00:36,10,20.29,48.83,754.935,64.68,29.975,689.999,70.768,296.764,3.115,16.116,1976.228,2190
26-03-2025 00:36,10,20.291,12.782,407.248,31.387,42.226,771.941,16.559,283.171,0.165,16.151,948.445,2200
26-03-2025 00:36,10,20.292,30.609,753.193,40.638,41.499,762.581,40.138,141.451,0.838,16.236,2683.671,2210
26-03-2025 00:37,10,20.294,16.2,319.003,50.785,43.061,330.535,49.013,182.18,1.558,16.281,1755.476,2220
26-03-2025 00:37,10,20.295,18.87,314.939,59.915,40.162,360.752,52.306,200.904,1.338,16.334,2299.19,2230
26-03-2025 00:37,10,20.296,36.828,364.746,100.968,44.589,568.26,64.808,244.101,1.782,16.436,331.844,2240
26-03-2025 00:37,10,20.298,31.151,625.884,49.771,22.961,795.359,39.166,155.106,0.853,16.522,98.984,2250
26-03-2025 00:37,10,20.299,9.723,642.657,15.13,26.186,594.757,16.348,162.185,4.528,16.549,159.003,2260
26-03-2025 00:37,10,20.3,36.783,705.076,52.168,40.912,402.637,91.355,234.124,1.5,16.652,1809.1,2270
26-03-2025 00:38,10,20.302,45.416,411.511,110.364,40.604,305.485,148.668,260.23,4.613,16.778,2835.374,2280
26-03-2025 00:38,10,20.303,36.409,601.54,60.526,29.539,599.185,60.764,185.388,4.34,16.879,1414.13,2290
26-03-2025 00:38,10,20.304,14.577,784.876,18.572,27.997,398.041,36.621,77.641,0.619,16.919,2926.498,2300
26-03-2025 00:38,10,20.306,23.783,392.802,60.547,34.769,575.062,41.357,82.657,2.155,16.985,2972.17,2310
26-03-2025 00:38,10,20.307,22.213,474.323,46.831,31.721,488.707,45.452,144.143,1.454,17.047,1062.987,2320
26-03-2025 00:38,10,20.308,23.639,681.546,34.684,43.406,647.81,36.491,257.363,1.086,17.113,1212.16,2330
26-03-2025 00:39,10,20.31,25.729,527.636,48.763,30.256,367.519,70.008,74.766,0.207,17.184,2827.381,2340
26-03-2025 00:39,10,20.311,9.034,509.453,17.733,39.343,468.75,19.273,298.408,4.882,17.209,1227.869,2350
26-03-2025 00:39,10,20.312,15.536,661.833,23.474,43.076,427.524,36.339,290.937,1.488,17.253,2284.02,2360
26-03-2025 00:39,10,20.313,28.425,605.292,46.962,34.652,642.615,44.234,41.787,0.022,17.332,2818.179,2370
26-03-2025 00:39,10,20.315,12.359,347.959,35.518,28.587,495.859,24.924,75.251,0.613,17.366,2258.615,2380
26-03-2025 00:39,10,20.316,30.407,441.665,68.846,44.744,359.96,84.473,147.322,1.579,17.45,1618.412,2390
26-03-2025 00:40,10,20.317,35.828,740.292,48.397,23.291,323.817,110.643,180.322,4.872,17.55,2343.986,2400
26-03-2025 00:40,10,20.319,14.095,674.418,20.899,27.207,705.342,19.983,137.897,4.261,17.589,2937.887,2410
26-03-2025 00:40,10,20.32,30.975,778.625,39.782,24.979,721.748,42.917,108.575,4.027,17.675,541.904,2420
26-03-2025 00:40,10,20.321,17.513,310.316,56.436,20.84,757.323,23.125,62.784,2.679,17.724,1152.794,2430
26-03-2025 00:40,10,20.323,30,497.202,60.338,38.655,552.141,54.335,116.479,1.307,17.807,613.24,2440
26-03-2025 00:40,10,20.324,46.316,619.499,74.763,37.746,451.84,102.505,62.429,2.455,17.936,2817.891,2450
26-03-2025 00:41,10,20.325,18.355,586.416,31.301,38.757,622.992,29.463,154.266,1.69,17.987,2635.171,2460
26-03-2025 00:41,10,20.327,28.198,434.534,64.893,23.622,543.451,51.887,22.154,1.859,18.065,2995.438,2470
26-03-2025 00:41,10,20.328,49.915,561.825,88.844,23.386,401.351,124.367,183.61,1.15,18.204,1206.805,2480
26-03-2025 00:41,10,20.329,15.103,757.919,19.927,30.142,338.92,44.562,202.335,1.821,18.246,528.127,2490
26-03-2025 00:41,10,20.331,40.523,672.751,60.235,22.204,590.364,68.641,28.032,1.952,18.358,373.039,2500
26-03-2025 00:41,10,20.332,44.523,336.016,132.504,22.119,726.43,61.291,138.899,0.757,18.482,2554.908,2510
26-03-2025 00:42,10,20.333,18.195,412.058,44.155,23.336,411.967,44.165,93.807,2.536,18.532,2761.098,2520
26-03-2025 00:42,10,20.335,11.458,773.057,14.822,20.833,555.224,20.637,290.339,1.155,18.564,1755.86,2530
26-03-2025 00:42,10,20.336,33.089,781.289,42.352,44.108,542.511,60.993,96.369,2.947,18.656,194.88,2540
26-03-2025 00:42,10,20.337,18.693,464.891,40.209,27.054,550.008,33.986,236.738,4.255,18.708,2933.952,2550
26-03-2025 00:42,10,20.339,33.66,780.724,43.114,44.176,422.226,79.721,118.609,3.781,18.802,2029.391,2560
26-03-2025 00:42,10,20.34,9.237,401.483,23.007,33.676,475.36,19.432,67.911,1.02,18.827,862.98,2570
26-03-2025 00:43,10,20.341,10.282,585.697,17.556,40.855,639.239,16.085,87.575,2.444,18.856,2797.469,2580
26-03-2025 00:43,10,20.343,18.998,401.177,47.355,29.79,784.767,24.208,147.493,0.034,18.909,1063.235,2590
26-03-2025 00:43,10,20.344,37.295,310.312,120.187,37.2,759.766,49.088,286.62,1.407,19.012,1844.406,2600
26-03-2025 00:43,10,20.345,18.784,782.076,24.018,38.638,556.119,33.776,264.79,4.19,19.064,2244.427,2610
26-03-2025 00:43,10,20.347,43.941,774.468,56.737,20.967,595.221,73.823,277.269,4.31,19.186,1497.761,2620
26-03-2025 00:43,10,20.348,10.753,430.257,24.992,36.202,623.444,17.248,211.088,0.228,19.216,878.207,2630
26-03-2025 00:44,10,20.349,17.232,426.221,40.429,36.273,789.894,21.815,187.455,4.885,19.264,1069.295,2640
26-03-2025 00:44,10,20.351,46.152,591.792,77.988,23.704,453.281,101.819,155.655,0.757,19.392,1827.642,2650
26-03-2025 00:44,10,20.352,32.796,604.693,54.237,40.27,688.898,47.607,0.198,2.138,19.483,499.485,2660
26-03-2025 00:44,10,20.353,35.96,550.814,65.286,25.353,477.459,75.316,235.611,4.559,19.583,2990.074,2670
26-03-2025 00:44,10,20.355,10.099,355.228,28.431,25.916,774.736,13.036,59.733,1.08,19.611,2139.406,2680
26-03-2025 00:44,10,20.356,33.051,507.836,65.082,20.556,319.903,103.315,219.871,4.175,19.703,2042.544,2690
26-03-2025 00:45,10,20.357,32.079,537.724,59.658,28.191,753.627,42.567,129.753,3.669,19.792,2538.102,2700
26-03-2025 00:45,10,20.358,8.654,784.495,11.032,21.899,362.394,23.881,207.918,4.115,19.816,329.807,2710
26-03-2025 00:45,10,20.36,27.476,509.467,53.931,34.782,647.122,42.459,246.73,3.409,19.893,611.635,2720
26-03-2025 00:45,10,20.361,21.241,332.242,63.933,42.44,318.384,66.715,284.396,2.033,19.952,374.992,2730
26-03-2025 00:45,10,20.362,45.356,798.444,56.805,22.719,582.932,77.806,296.571,2.241,20.078,1796.149,2740
26-03-2025 00:45,10,20.364,30.306,452.547,66.967,39.411,524.877,57.739,89.42,1.335,20.162,1918.12,2750
26-03-2025 00:46,10,20.365,24.05,434.908,55.3,22.534,691.246,34.793,109.33,4.616,20.229,1341.615,2760
26-03-2025 00:46,10,20.366,16.935,305.919,55.359,36.229,717.672,23.598,72.43,1.252,20.276,2005.699,2770
26-03-2025 00:46,10,20.368,7.63,671.666,11.359,22.263,562.544,13.563,211.511,2.577,20.297,10.811,2780
26-03-2025 00:46,10,20.369,49.617,638.95,77.654,26.991,645.097,76.914,102.403,1.254,20.435,228.512,2790
26-03-2025 00:46,10,20.37,23.496,519.371,45.24,42.814,355.444,66.104,6.767,4.905,20.5,886.537,2800
26-03-2025 00:46,10,20.372,38.979,393.073,99.165,34.376,764.209,51.006,74.739,2.194,20.608,2163.201,2810
26-03-2025 00:47,10,20.373,49.828,737.222,67.59,25.558,614.253,81.12,196.921,3.055,20.747,2740.64,2820
26-03-2025 00:47,10,20.374,12.098,533.692,22.669,25.831,555.859,21.765,269.991,3.384,20.78,188.109,2830
26-03-2025 00:47,10,20.376,42.466,721.12,58.889,35.508,562.026,75.559,105.573,3.303,20.898,743.462,2840
26-03-2025 00:47,10,20.377,39.396,679.974,57.938,23.446,765.4,51.472,192.08,1.644,21.008,2958.344,2850
26-03-2025 00:47,10,20.378,17.842,458.831,38.886,20.818,479.951,37.175,40.954,3.706,21.057,2310.105,2860
26-03-2025 00:47,10,20.38,32.225,333.417,96.652,25.37,465.137,69.281,248.861,2.479,21.147,1878.959,2870
26-03-2025 00:48,10,20.381,10.889,477.799,22.79,21.739,636.299,17.113,194.26,3.614,21.177,2696.301,2880
26-03-2025 00:48,10,20.382,21.011,379.519,55.362,28.656,569.865,36.87,293.192,2.91,21.235,1796.516,2890
26-03-2025 00:48,10,20.384,21.807,545.328,39.989,27.259,614.05,35.514,220.444,0.844,21.296,2202.044,2900
26-03-2025 00:48,10,20.385,43.955,728.506,60.336,31.18,319.166,137.719,280.964,1.151,21.418,2197.117,2910
26-03-2025 00:48,10,20.386,49.887,359.661,138.704,31.818,388.548,128.392,32.664,0.018,21.557,1096.916,2920
26-03-2025 00:48,10,20.388,42.534,493.579,86.174,22.257,470.813,90.341,178.884,3.611,21.675,2246.727,2930
26-03-2025 00:49,10,20.389,34.63,625.294,55.383,38.488,392.274,88.281,128.761,1.56,21.771,138.817,2940
26-03-2025 00:49,10,20.39,12.729,314.161,40.518,29.171,632.221,20.134,229.96,4.176,21.806,2958.798,2950
26-03-2025 00:49,10,20.392,24.983,629.543,39.684,30.323,588.909,42.422,134.395,4.596,21.876,2813.473,2960
26-03-2025 00:49,10,20.393,30.332,539.503,56.222,31.976,638.009,47.541,233.644,0.573,21.96,463.364,2970
26-03-2025 00:49,10,20.394,14.07,787.959,17.856,21.864,471.838,29.819,218.484,3.208,21.999,2268.619,2980
26-03-2025 00:49,10,20.396,40.295,784.486,51.365,24.69,412.676,97.644,145.535,1.033,22.111,725.164,2990
26-03-2025 00:50,10,20.397,16.279,332.025,49.029,35.049,503.663,32.321,69.916,3.035,22.156,1668.984,3000
26-03-2025 00:50,10,20.398,7.236,580.78,12.459,21.306,773.816,9.351,263.172,1.458,22.176,1999.69,3010
26-03-2025 00:50,10,20.399,30.918,302.578,102.181,27.874,634.722,48.711,226.633,4.948,22.262,2884.55,3020
26-03-2025 00:50,10,20.401,37.07,763.117,48.578,40.11,778.347,47.627,24.408,3.819,22.365,1534.128,3030
26-03-2025 00:50,10,20.402,31.62,317.26,99.666,29.955,645.419,48.992,36.635,3.851,22.453,981.61,3040
26-03-2025 00:50,10,20.403,40.301,631.136,63.855,33.245,439,91.802,254.6,4.197,22.565,1691.864,3050
26-03-2025 00:51,10,20.405,7.559,318.341,23.745,25.238,402.656,18.773,234.02,0.814,22.586,1396.624,3060
26-03-2025 00:51,10,20.406,48.547,520.465,93.277,35.921,522.5,92.913,119.489,3.762,22.721,40.102,3070
26-03-2025 00:51,10,20.407,40.059,634.285,63.156,22.776,784.389,51.07,29.755,2.525,22.832,2320.027,3080
26-03-2025 00:51,10,20.409,46.19,361.979,127.605,28.091,740.6,62.369,37.478,4.848,22.96,296.298,3090
26-03-2025 00:51,10,20.41,29.966,773.879,38.722,43.033,352.792,84.94,285.247,1.216,23.044,2058.475,3100
26-03-2025 00:51,10,20.411,46.496,417.288,111.423,24.251,578.474,80.376,47.731,4.838,23.173,2522.519,3110
26-03-2025 00:52,10,20.413,43.011,504.076,85.326,26.335,473.169,90.9,242.366,2.639,23.292,357.399,3120
26-03-2025 00:52,10,20.414,16.82,704.127,23.888,44.953,646.843,26.003,210.028,3.728,23.339,2730.579,3130
26-03-2025 00:52,10,20.415,19.434,775.426,25.062,33.75,553.005,35.143,6.319,1.234,23.393,474.153,3140
26-03-2025 00:52,10,20.417,27.696,702.008,39.452,24.588,306.767,90.282,50.432,3.423,23.47,1950.703,3150
26-03-2025 00:52,10,20.418,19.351,330.158,58.613,28.09,561.441,34.467,17.211,4.631,23.524,2362.864,3160
26-03-2025 00:52,10,20.419,7.894,511.581,15.431,30.189,400.842,19.694,118.339,3.065,23.545,475.754,3170
26-03-2025 00:53,10,20.421,42.56,587.912,72.391,34.85,322.458,131.986,299.323,1.37,23.664,2361.997,3180
26-03-2025 00:53,10,20.422,17.413,353.481,49.261,35.226,741.089,23.496,51.601,1.775,23.712,2776.547,3190
26-03-2025 00:53,10,20.423,41.871,601.977,69.556,38.58,584.79,71.6,270.301,0.67,23.828,26.9,3200
26-03-2025 00:53,10,20.425,36.099,686.627,52.575,35.026,761.516,47.404,245.823,1.2,23.929,2477.292,3210
26-03-2025 00:53,10,20.426,34.886,416.224,83.816,28.253,415.383,83.985,118.576,0.758,24.026,106.188,3220
26-03-2025 00:53,10,20.427,44.275,776.711,57.003,37.617,355.235,124.635,120.08,4.158,24.149,2145.533,3230
26-03-2025 00:54,10,20.429,22.579,549.937,41.058,40.188,605.727,37.276,4.057,3.751,24.211,418.794,3240
26-03-2025 00:54,10,20.43,36.326,381.134,95.309,35.279,330.763,109.824,155.599,2.993,24.312,959.066,3250
26-03-2025 00:54,10,20.431,40.18,322.866,124.449,30.998,742.176,54.138,132.051,0.172,24.424,2859.464,3260
26-03-2025 00:54,10,20.433,37.627,364.321,103.28,43.419,639.864,58.805,284.418,3.644,24.528,1975.988,3270
26-03-2025 00:54,10,20.434,38.109,658.843,57.842,43.832,622.604,61.209,25.979,1.108,24.634,1024.705,3280
26-03-2025 00:54,10,20.435,45.828,583.76,78.505,44.193,494.439,92.686,101.596,1.247,24.761,2033.494,3290
26-03-2025 00:55,10,20.437,26.469,690.507,38.333,44.821,362.85,72.948,37.322,2.432,24.835,1165.865,3300
26-03-2025 00:55,10,20.438,49.799,533.402,93.362,34.241,651.249,76.467,118.706,0.055,24.973,91.077,3310
26-03-2025 00:55,10,20.439,6.169,545.688,11.306,41.187,655.675,9.409,12.576,2.944,24.99,344.027,3320
26-03-2025 00:55,10,20.44,45.967,453.28,101.411,24.412,377.52,121.762,262.023,4.251,25.118,2742.873,3330
26-03-2025 00:55,10,20.442,46.141,630.95,73.13,40.93,760.452,60.676,292.757,4.695,25.246,219.384,3340
26-03-2025 00:55,10,20.443,43.73,634.431,68.927,24.397,697.024,62.738,137.109,0.027,25.368,925.776,3350
26-03-2025 00:56,10,20.444,31.816,400.168,79.507,41.04,710.303,44.792,74.276,2.127,25.456,1916.332,3360
26-03-2025 00:56,10,20.446,33.331,629.296,52.966,38.559,479.671,69.488,271.9,2.993,25.549,733.534,3370
26-03-2025 00:56,10,20.447,8.96,543.872,16.474,20.409,619.93,14.453,296.616,1.833,25.574,16.873,3380
26-03-2025 00:56,10,20.448,40.98,329.454,124.387,40.347,360.976,113.525,271.552,2.804,25.687,1215.906,3390
26-03-2025 00:56,10,20.45,15.237,336.575,45.27,41.576,502.54,30.32,224.3,1.077,25.73,2691.635,3400
26-03-2025 00:56,10,20.451,8.26,490.827,16.828,42.2,652.255,12.663,172.218,2.05,25.753,1819.673,3410
26-03-2025 00:57,10,20.452,34.281,593.861,57.726,34.071,749.832,45.718,73.241,0.966,25.848,2561.601,3420
26-03-2025 00:57,10,20.454,21.793,681.891,31.959,33.514,579.373,37.614,25.918,4.732,25.909,1204.711,3430
26-03-2025 00:57,10,20.455,40.537,529.39,76.573,24.33,528.337,76.725,272.913,3.518,26.021,96.373,3440
26-03-2025 00:57,10,20.456,28.072,468.508,59.918,43.431,480.355,58.441,5.889,0.336,26.099,2005.346,3450
26-03-2025 00:57,10,20.458,5.448,429.15,12.696,41.028,717.543,7.593,189.352,3.89,26.114,2799.764,3460
26-03-2025 00:57,10,20.459,10.713,359.029,29.838,20.956,383.272,27.951,137.387,2.2,26.144,1943.865,3470
26-03-2025 00:58,10,20.46,19.173,717.081,26.737,37.575,537.939,35.641,268.254,2.993,26.197,2498.985,3480
26-03-2025 00:58,10,20.462,32.799,580.455,56.505,32.486,478.662,68.522,260.727,1.051,26.288,1458.096,3490
26-03-2025 00:58,10,20.463,31.427,737.495,42.613,37.836,650.897,48.282,231.899,0.681,26.376,2885.736,3500
26-03-2025 00:58,10,20.464,38.568,732.576,52.648,29.22,332.992,115.823,257.766,1.566,26.483,2975.142,3510
26-03-2025 00:58,10,20.466,13.941,780.149,17.87,30.725,743.594,18.748,210.392,0.425,26.522,1222.321,3520
26-03-2025 00:58,10,20.467,17.289,550.308,31.417,33.946,618.751,27.942,148.635,2.248,26.57,1259.811,3530
26-03-2025 00:59,10,20.468,45.247,725.536,62.364,25.632,397.484,113.834,90.801,1.621,26.695,1159.52,3540
26-03-2025 00:59,10,20.47,30.803,410.069,75.116,31.144,564.453,54.571,267.308,0.612,26.781,2371.34,3550
26-03-2025 00:59,10,20.471,33.185,773.442,42.906,40.932,596.864,55.6,272.977,4.973,26.873,1403.225,3560
26-03-2025 00:59,10,20.472,37.132,551.821,67.29,40.85,640.335,57.989,156.121,0.966,26.976,2776.679,3570
26-03-2025 00:59,10,20.474,17.92,353.805,50.65,38.195,762.952,23.488,35.732,0.896,27.026,2611.871,3580
26-03-2025 00:59,10,20.475,22.566,428.161,52.704,23.567,370.443,60.915,82.874,1.051,27.089,2530.928,3590
26-03-2025 01:00,10,20.476,41.255,757.188,54.485,41.684,659.978,62.51,153.426,1.96,27.203,1985.103,3600
26-03-2025 01:00,10,20.478,15.418,575.251,26.802,28.738,429.422,35.904,61.32,0.622,27.246,1351.118,3610
26-03-2025 01:00,10,20.479,6.403,555.584,11.525,37.786,627.841,10.199,210.3,3.809,27.264,2820.881,3620
26-03-2025 01:00,10,20.48,40.797,607.034,67.207,36.069,355.2,114.856,183.226,2.985,27.377,1547.929,3630
26-03-2025 01:00,10,20.481,47.251,653.21,72.336,28.819,412.551,114.533,103.707,0.972,27.508,2551.183,3640
26-03-2025 01:00,10,20.483,28.666,704.668,40.68,40.388,619.58,46.267,297.625,1.974,27.588,360.963,3650
26-03-2025 01:01,10,20.484,42.676,473.22,90.182,31.328,315.017,135.472,30.517,0.318,27.707,152.705,3660
26-03-2025 01:01,10,20.485,25.381,708.345,35.831,42.517,764.513,33.199,176.156,2.801,27.777,347.862,3670
26-03-2025 01:01,10,20.487,35.381,570.115,62.059,22.518,396.451,89.244,250.414,0,27.875,13.172,3680
26-03-2025 01:01,10,20.488,9.378,671.918,13.957,41.172,739.91,12.675,210.595,1.281,27.901,97.447,3690
26-03-2025 01:01,10,20.489,42.614,498.938,85.409,43.819,736.478,57.862,115.988,4.522,28.02,120.436,3700
26-03-2025 01:01,10,20.491,13.78,350.638,39.301,36.188,775.896,17.761,40.768,3.787,28.058,1127.895,3710
26-03-2025 01:02,10,20.492,7.915,540.698,14.639,31.621,332.911,23.775,37.023,0.969,28.08,256.658,3720
26-03-2025 01:02,10,20.493,24.081,728.979,33.034,34.098,480.379,50.129,55.405,1.542,28.147,2614.386,3730
26-03-2025 01:02,10,20.495,46.339,400.712,115.643,28.058,774.796,59.809,162.212,4.443,28.276,1125.201,3740
26-03-2025 01:02,10,20.496,44.742,346.45,129.143,25.393,302.099,148.103,264.068,2.85,28.4,491.26,3750
26-03-2025 01:02,10,20.497,20.78,779.1,26.672,41.026,542.073,38.335,140.744,3.377,28.458,253.067,3760
26-03-2025 01:02,10,20.499,21.003,516.827,40.639,36.151,576.435,36.437,50.769,4.064,28.516,2857.842,3770
26-03-2025 01:03,10,20.5,37.183,485.907,76.523,34.122,373.282,99.611,205.934,2.858,28.619,2807.288,3780
26-03-2025 01:03,10,20.501,18.44,708.866,26.013,26.172,539.771,34.162,179.229,3.425,28.67,1428.226,3790
26-03-2025 01:03,10,20.503,39.141,482.11,81.188,25.953,650.018,60.216,196.582,0.535,28.779,1291.165,3800
26-03-2025 01:03,10,20.504,25.62,595.059,43.055,27.722,528.848,48.445,81.744,3.451,28.85,2096.415,3810
26-03-2025 01:03,10,20.505,22.403,754.079,29.709,31.684,352.597,63.538,255.659,3.276,28.913,699.28,3820
26-03-2025 01:03,10,20.507,12.778,798.773,15.998,39.238,646.221,19.774,217.724,1.021,28.948,587.906,3830
26-03-2025 01:04,10,20.508,37.982,796.496,47.687,44.906,706.167,53.786,45.634,1.567,29.054,2127.686,3840
26-03-2025 01:04,10,20.509,7.154,625.105,11.444,43.582,733.172,9.757,299.383,0.262,29.073,1086.896,3850
26-03-2025 01:04,10,20.511,30.018,326.425,91.959,26.723,626.913,47.882,196.021,2.602,29.157,466.994,3860
26-03-2025 01:04,10,20.512,30.111,682.539,44.116,28.712,544.108,55.339,45.583,2.104,29.24,838.704,3870
26-03-2025 01:04,10,20.513,5.349,773.291,6.918,40.038,683.717,7.824,34.583,4.897,29.255,916.339,3880
26-03-2025 01:04,10,20.515,44.881,627.581,71.514,42.5,471.442,95.199,56.229,3.171,29.38,1021.785,3890
26-03-2025 01:05,10,20.516,39.732,786.744,50.501,37.891,667.711,59.504,61.993,4.554,29.49,2916.956,3900
26-03-2025 01:05,10,20.517,19.583,685.885,28.551,20.088,539.811,36.277,61.822,4.625,29.545,88.6,3910
26-03-2025 01:05,10,20.519,25.665,340.245,75.43,41.624,353.723,72.556,36.322,0.846,29.616,685.329,3920
26-03-2025 01:05,10,20.52,40.504,558.465,72.528,42.355,669.426,60.506,235.517,1.705,29.729,2962.273,3930
26-03-2025 01:05,10,20.521,8.482,488.243,17.373,31.621,677.618,12.518,98.106,0.549,29.752,942.97,3940
26-03-2025 01:05,10,20.522,36.174,767.462,47.134,36.272,309.388,116.921,275.774,2.591,29.853,1194.353,3950
26-03-2025 01:06,10,20.524,42.678,688.396,61.996,24.278,672.736,63.439,178.099,0.305,29.971,574.927,3960
26-03-2025 01:06,10,20.525,28.819,604.309,47.69,38.378,462.182,62.355,293.806,1.97,30.051,2368.614,3970
26-03-2025 01:06,10,20.526,39.952,455.803,87.651,22.945,714.345,55.928,20.231,4.046,30.162,2344.772,3980
26-03-2025 01:06,10,20.528,40.181,665.55,60.372,43.904,352.417,114.015,145.24,3.211,30.274,1777.207,3990
26-03-2025 01:06,10,20.529,15.995,650.808,24.577,39.88,788.245,20.292,32.602,2.814,30.318,1981.873,4000
26-03-2025 01:06,10,20.53,30.003,328.962,91.204,24.868,606.635,49.458,235.13,2.583,30.402,2569.538,4010
